attration_id,country,province,city,lien_detail,per_adult_value,image,titre,nbre_review,address,description,time,score,long_description,price
0,United States,New York (NY),New York City,https://www.tripadvisor.com/AttractionProductReview-g60763-d11455174-New_York_in_One_Day_Guided_Sightseeing_Tour-New_York_City_New_York.html,per adult,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/66/44/42/caption.jpg?w=500&h=400&s=1,1. New York in One Day Guided Sightseeing Tour,3707,"{'lat': 40.71304703, 'lng': -74.00723267}",Bus Tours,6 hours,5.0,Combine New York City’s top attractions in a guided tour via bus and the Staten Island Ferry. With insider commentary from…,99.0
1,United States,New York (NY),New York City,https://www.tripadvisor.com/AttractionProductReview-g60763-d11462107-New_York_Helicopter_Tour_Manhattan_Highlights-New_York_City_New_York.html,per adult,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/5c/03/ea/caption.jpg?w=500&h=400&s=1,2. New York Helicopter Tour: Manhattan Highlights,641,"{'lat': 40.71304703, 'lng': -74.00723267}",Adventure Tours,12–15 minutes,5.0,Get a perspective on New York City that most visitors miss when you take to the air for a scenic helicopter tour. See Manhattan…,239.0
2,United States,New York (NY),New York City,https://www.tripadvisor.com/AttractionProductReview-g60763-d11462108-New_York_Helicopter_Tour_Ultimate_Manhattan_Sightseeing-New_York_City_New_York.html,per adult,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/60/f4/52/caption.jpg?w=500&h=400&s=1,3. New York Helicopter Tour: Ultimate Manhattan Sightseeing,528,No Address Found,Helicopter Tours,17–20 minutes,5.0,"Avoid the congestion of New York City down on the ground, and take to the sky to see Manhattan during this NYC helicopter…",289.0
3,United States,New York (NY),New York City,https://www.tripadvisor.com/AttractionProductReview-g60763-d11447884-The_Manhattan_Helicopter_Tour_of_New_York-New_York_City_New_York.html,per adult,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/22/ee/0a/2f/caption.jpg?w=500&h=400&s=1,4. The Manhattan Helicopter Tour of New York,300,"{'lat': 40.71304703, 'lng': -74.00723267}",Adventure Tours,12–15 minutes,4.5,"It might seem impossible to see the highlights of New York City in just a few minutes, but this small-group helicopter tour…",209.0
4,United States,New York (NY),New York City,https://www.tripadvisor.com/AttractionProductReview-g60763-d11854335-Empire_State_Building_Ticket-New_York_City_New_York.html,per adult,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/29/f3/73/13/caption.jpg?w=500&h=400&s=1,5. Empire State Building Ticket,1378,"{'lat': 40.71304703, 'lng': -74.00723267}",Historical Tours,45–90 minutes,4.5,No visit to New York is complete without experiencing bird's-eye city views. Admire the panoramas from the Empire State …,48.0
5,United States,New York (NY),New York City,https://www.tripadvisor.com/AttractionProductReview-g60763-d23904654-SUMMIT_One_Vanderbilt_Experience_Ticket-New_York_City_New_York.html,per adult,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/2a/23/41/e4/caption.jpg?w=500&h=400&s=1,6. SUMMIT One Vanderbilt Experience Ticket,1874,"{'lat': 40.71304703, 'lng': -74.00723267}",Skyscrapers & Towers,1–3 hours,4.5,"SUMMIT One Vanderbilt blends elements of art and technology, taking the concept of an “observation deck” to entirely new…",46.0
6,United States,New York (NY),New York City,https://www.tripadvisor.com/AttractionProductReview-g60763-d11451132-Statue_of_Liberty_Ellis_Island_Tour_All_Options-New_York_City_New_York.html,per adult,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/2b/45/d1/3a/caption.jpg?w=500&h=400&s=1,7. Statue of Liberty & Ellis Island Tour: All Options,4459,"{'lat': 40.71304703, 'lng': -74.00723267}",Historical Tours,3–5 hours,5.0,Delve into the stories of immigrants with ExperienceFirst’s knowledgeable local guides to the Statue of Liberty and Ellis…,44.0
7,United States,New York (NY),New York City,https://www.tripadvisor.com/AttractionProductReview-g60763-d17683731-Deluxe_Manhattan_Helicopter_Tour-New_York_City_New_York.html,per adult,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/28/77/6d/25/caption.jpg?w=500&h=400&s=1,8. Deluxe Manhattan Helicopter Tour,39,"{'lat': 40.71304703, 'lng': -74.00723267}",Adventure Tours,18–20 minutes,4.5,An exciting and comprehensive helicopter tour of New York City with breathtaking views and excellent photo opportunities…,279.0
8,United States,New York (NY),New York City,https://www.tripadvisor.com/AttractionProductReview-g60763-d17683732-Manhattan_Helicopter_Sightseeing_Tour-New_York_City_New_York.html,per adult,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/28/77/6d/26/caption.jpg?w=500&h=400&s=1,9. Manhattan Helicopter Sightseeing Tour,47,"{'lat': 40.71304703, 'lng': -74.00723267}",Adventure Tours,12–15 minutes,4.5,"Take a flight that you will remember for a lifetime. Departing from the Downtown Manhattan Heliport, this helicopter tour…",229.0
9,United States,New York (NY),New York City,https://www.tripadvisor.com/AttractionProductReview-g46431-d27139364-New_York_City_Night_Skyline_Shared_Tour-Fairfield_New_Jersey.html,per adult,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/2b/40/31/0c/caption.jpg?w=500&h=400&s=1,10. New York City Night Skyline Shared Tour,0,"{'lat': 40.71304703, 'lng': -74.00723267}",Helicopter Tours,20–25 minutes,0.0,The best selling New York City helicopter tours departing from the conveniently located Essex County Airport in NJ. Explore…,198.0
10,United States,New York (NY),New York City,https://www.tripadvisor.com/AttractionProductReview-g60763-d11446106-Washington_DC_Day_Tour_from_New_York_City-New_York_City_New_York.html,per adult,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/5b/3a/1f/caption.jpg?w=500&h=400&s=1,11. Washington DC Day Tour from New York City,400,"{'lat': 40.71304703, 'lng': -74.00723267}",Historical Tours,6+ hours,4.5,"Visit Washington DC from New York City on a full-day trip exploring iconic landmarks and memorials, including the White …",145.0
11,United States,New York (NY),New York City,https://www.tripadvisor.com/AttractionProductReview-g60763-d12086344-New_York_Helicopter_Tour_City_Lights_Skyline_Experience-New_York_City_New_York.html,per adult,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/5c/05/4b/caption.jpg?w=500&h=400&s=1,12. New York Helicopter Tour: City Lights Skyline Experience,149,"{'lat': 40.71304703, 'lng': -74.00723267}",Adventure Tours,25–30 minutes,4.5,It’s almost impossible to see New York City’s main sights all in one day—let alone in one night. This NYC night helicopter…,274.0
12,United States,New York (NY),New York City,https://www.tripadvisor.com/AttractionProductReview-g60763-d20291800-Edge_Observation_Deck_Admission_Ticket-New_York_City_New_York.html,per adult,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/29/f3/90/8d/caption.jpg?w=500&h=400&s=1,13. Edge Observation Deck Admission Ticket,493,"{'lat': 40.71304703, 'lng': -74.00723267}",Skyscrapers & Towers,1–2 hours,4.0,Edge is the highest outdoor observation deck in the western hemisphere. Our unique vantage point on the western side of …,41.0
13,United States,New York (NY),New York City,https://www.tripadvisor.com/AttractionProductReview-g60763-d12463207-New_York_CityPASS-New_York_City_New_York.html,per adult,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1d/33/ef/c7/caption.jpg?w=500&h=400&s=1,14. New York CityPASS,229,"{'lat': 40.71304703, 'lng': -74.00723267}",Museums,3+ days,4.0,Save precious vacation time and money with the New York CityPASS. This valuable pass is perfect for travelers who want to…,138.0
14,United States,New York (NY),New York City,https://www.tripadvisor.com/AttractionProductReview-g60763-d24016993-NYC_Food_Tour_Chinatown_and_Little_Italy-New_York_City_New_York.html,per adult,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/23/29/3f/97/caption.jpg?w=500&h=400&s=1,15. NYC Food Tour: Chinatown and Little Italy,162,"{'lat': 40.71304703, 'lng': -74.00723267}",Food & Drink,2 hours,4.5,"Four different food tastings in locations that blend together rich history, rich culture, and even richer flavors! Tickets…",79.0
15,United States,New York (NY),New York City,https://www.tripadvisor.com/AttractionProductReview-g60763-d11463856-All_Access_9_11_Ground_Zero_Tour_Memorial_and_Museum_One_World_Observatory-New_York.html,per adult,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/5d/7d/12/caption.jpg?w=500&h=400&s=1,"16. All-Access 9/11: Ground Zero Tour, Memorial and Museum, One World Observatory",1426,"{'lat': 40.71304703, 'lng': -74.00723267}",Historical Tours,5 hours,5.0,"As one of the most significant moments in recent American history, the tragic events of September 11, 2001 changed New York…",109.0
16,United States,New York (NY),New York City,https://www.tripadvisor.com/AttractionProductReview-g60763-d11854338-9_11_Memorial_Museum_Admission_Ticket-New_York_City_New_York.html,per adult,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/5e/19/56/caption.jpg?w=500&h=400&s=1,17. 9/11 Memorial Museum Admission Ticket,2826,"{'lat': 40.71304703, 'lng': -74.00723267}",Historical Tours,2 hours,5.0,"One of the most transformative moments in New York City's history occurred with the September 11, 2001 terrorist attacks…",33.0
17,United States,New York (NY),New York City,https://www.tripadvisor.com/AttractionProductReview-g60763-d11450396-Manhattan_Sky_Tour_New_York_Helicopter_Flight-New_York_City_New_York.html,per adult,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/28/77/6d/1d/caption.jpg?w=500&h=400&s=1,18. Manhattan Sky Tour: New York Helicopter Flight,160,"{'lat': 40.71304703, 'lng': -74.00723267}",Audio Guides,15 minutes,4.5,"From downtown skyscrapers to the Statue of Liberty, New York City is larger than life, with an iconic skyline. This helicopter…",229.0
18,United States,New York (NY),New York City,https://www.tripadvisor.com/AttractionProductReview-g46431-d27135494-New_York_City_Skyline_Tour-Fairfield_New_Jersey.html,per adult,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/2b/3c/aa/eb/caption.jpg?w=500&h=400&s=1,19. New York City Skyline Tour,0,"{'lat': 40.71304703, 'lng': -74.00723267}",Full-day Tours,20–25 minutes,0.0,"The best selling New York City helicopter tours departing from the conveniently located Essex County Airport in NJ. 

Explore…",198.0
19,United States,New York (NY),New York City,https://www.tripadvisor.com/AttractionProductReview-g60763-d12666948-New_York_Walking_Food_Tour_With_Secret_Food_Tours-New_York_City_New_York.html,per adult,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/29/aa/5d/37/caption.jpg?w=500&h=400&s=1,20. New York Walking Food Tour With Secret Food Tours,672,"{'lat': 40.71304703, 'lng': -74.00723267}",Food & Drink,150–210 minutes,5.0,"New York is one of the world's top food capitals. On this whirlwind culinary tour, taste the best that the city has to offer…",85.0
20,United States,New York (NY),New York City,https://www.tripadvisor.com/AttractionProductReview-g60763-d17472398-Official_NYC_Horse_Carriage_Rides_in_Central_Park_since_1979-New_York_City_New_York.html,per group,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/6e/eb/c4/caption.jpg?w=500&h=400&s=1,21. Official NYC Horse Carriage Rides in Central Park since 1979 ™,1978,"{'lat': 40.71304703, 'lng': -74.00723267}",Nature and Wildlife Tours,55 minutes,5.0,"The Official NYC Horse Carriage Rides™ is a family-owned & operated business. My Father, Giuseppe started the business in…",112.0
21,United States,New York (NY),New York City,https://www.tripadvisor.com/AttractionProductReview-g46571-d12086345-New_York_Helicopter_Tour_City_Skyline_Experience-Linden_New_Jersey.html,per adult,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/5b/f4/b4/caption.jpg?w=500&h=400&s=1,22. New York Helicopter Tour: City Skyline Experience,208,"{'lat': 40.71304703, 'lng': -74.00723267}",Adventure Tours,25–30 minutes,5.0,Get a rare view of the Manhattan skyline from above on this short small group helicopter tour. Listen to the pilot’s live…,274.0
22,United States,New York (NY),New York City,https://www.tripadvisor.com/AttractionProductReview-g60763-d23806389-1_New_York_City_Sightseeing_bus_tour_and_boat_ride_included-New_York_City_New_York.html,per adult,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/22/16/21/9b/caption.jpg?w=500&h=400&s=1,23. 1 New York City Sightseeing bus tour and boat ride included,153,"{'lat': 40.71304703, 'lng': -74.00723267}",Bus Tours,6 hours,5.0,24 passengers per bus. Small Group with a Tour Guide. Starts at 9:30am Bus and Boat Tour in New York City. This is a combined…,197.0
23,United States,New York (NY),New York City,https://www.tripadvisor.com/AttractionProductReview-g60763-d11447902-Circle_Line_Complete_Manhattan_Island_Cruise-New_York_City_New_York.html,per adult,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/74/50/ff/caption.jpg?w=500&h=400&s=1,24. Circle Line: Complete Manhattan Island Cruise,1221,"{'lat': 40.71304703, 'lng': -74.00723267}",Audio Guides,2–3 hours,4.5,Cruise all the way around Manhattan Island on a guided boat tour that takes in every angle of New York City’s iconic waterfront…,52.0
24,United States,New York (NY),New York City,https://www.tripadvisor.com/AttractionProductReview-g60763-d17533937-NYC_Must_See_Highlights_of_Manhattan_Bus_Tour-New_York_City_New_York.html,per adult,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/24/29/bf/a3/caption.jpg?w=500&h=400&s=1,25. NYC Must-See Highlights of Manhattan Bus Tour,183,"{'lat': 40.71304703, 'lng': -74.00723267}",Historical Tours,6 hours,5.0,"ExperienceFirst offers a comprehensive NYC tour guided by a local expert. Explore diverse neighborhoods, from Chinatown …",89.0
25,United States,New York (NY),New York City,https://www.tripadvisor.com/AttractionProductReview-g60763-d11450397-New_York_Manhattan_Scenic_Helicopter_Tour-New_York_City_New_York.html,per adult,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/28/77/6d/1f/caption.jpg?w=500&h=400&s=1,26. New York Manhattan Scenic Helicopter Tour,71,"{'lat': 40.71304703, 'lng': -74.00723267}",Adventure Tours,20 minutes,4.5,An aerial view is the ideal way to discover and photograph the Big Apple while skipping the crowds and entrance fees. During…,279.0
26,United States,New York (NY),New York City,https://www.tripadvisor.com/AttractionProductReview-g60763-d11995034-Intrepid_Museum_Admission_Ticket-New_York_City_New_York.html,per adult,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/2a/94/36/cd/caption.jpg?w=500&h=400&s=1,27. Intrepid Museum Admission Ticket,438,"{'lat': 40.71304703, 'lng': -74.00723267}",Historical Tours,1–2 hours,4.5,"Discover the legendary aircraft carrier Intrepid, the space shuttle Enterprise, the world’s fastest jets, and a guided missile…",36.0
27,United States,New York (NY),New York City,https://www.tripadvisor.com/AttractionProductReview-g60763-d11447903-Circle_Line_New_York_City_Harbor_Lights_Cruise-New_York_City_New_York.html,per adult,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/74/51/0d/caption.jpg?w=500&h=400&s=1,28. Circle Line: New York City Harbor Lights Cruise,782,"{'lat': 40.71304703, 'lng': -74.00723267}",Audio Guides,2 hours,4.5,"As twilight descends over New York City, take in the lights of the Manhattan skyline from a boat on this evening harbor …",49.0
28,United States,New York (NY),New York City,https://www.tripadvisor.com/AttractionProductReview-g60763-d11449825-New_York_City_Statue_of_Liberty_Super_Express_Cruise-New_York_City_New_York.html,per adult,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/22/29/c0/ab/caption.jpg?w=500&h=400&s=1,29. New York City Statue of Liberty Super Express Cruise,356,"{'lat': 40.71304703, 'lng': -74.00723267}",Historical Tours,50 minutes,4.5,This 50-minute sightseeing cruise from Pier 16 on John Street the absolute fastest way to get an up close view of Lady Liberty…,29.0
29,United States,New York (NY),New York City,https://www.tripadvisor.com/AttractionProductReview-g60763-d11450014-Washington_DC_Day_Trip_from_New_York_City-New_York_City_New_York.html,per adult,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/64/0f/49/caption.jpg?w=500&h=400&s=1,30. Washington DC Day Trip from New York City,139,"{'lat': 40.71304703, 'lng': -74.00723267}",Historical Tours,11–13 hours,4.5,Getting from New York City to Washington DC can be expensive and troublesome on your own. Skip the hassle with this Washington…,179.0
30,United States,New York (NY),New York City,https://www.tripadvisor.com/AttractionProductReview-g60763-d11447903-Circle_Line_New_York_City_Harbor_Lights_Cruise-New_York_City_New_York.html,per adult,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/74/51/0d/caption.jpg?w=500&h=400&s=1,31. Circle Line: New York City Harbor Lights Cruise,782,"{'lat': 40.71304703, 'lng': -74.00723267}",Audio Guides,2 hours,4.5,"As twilight descends over New York City, take in the lights of the Manhattan skyline from a boat on this evening harbor …",49.0
31,United States,New York (NY),New York City,https://www.tripadvisor.com/AttractionProductReview-g60763-d13286563-Niagara_Falls_in_One_Day_from_New_York_City-New_York_City_New_York.html,per adult,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/22/b2/2f/ce/caption.jpg?w=500&h=400&s=1,32. Niagara Falls in One Day from New York City,431,"{'lat': 40.71304703, 'lng': -74.00723267}",Full-day Tours,6+ hours,4.5,"On your visit to New York, don’t miss the opportunity to visit one of the most important and impressive natural wonders …",228.0
32,United States,New York (NY),New York City,https://www.tripadvisor.com/AttractionProductReview-g60763-d11469571-Chinatown_Little_Italy_Food_Fest_EST_2009_Ahoy_NY_Food_Tours-New_York_City_New_York.html,per adult,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/53/60/bb/old-world-cheese-shop.jpg?w=500&h=400&s=1,33. Chinatown & Little Italy Food Fest EST 2009 -Ahoy NY Food Tours,1224,"{'lat': 40.71304703, 'lng': -74.00723267}",Food & Drink,3 hours,5.0,"Explore two New York neighborhoods renowned for their food culture, Little Italy and Chinatown, on this tasting tour. Follow…",125.0
33,United States,New York (NY),New York City,https://www.tripadvisor.com/AttractionProductReview-g60763-d11979686-NYC_One_World_Observatory_Ticket_Optional_Upgrade_Skip_the_Line-New_York_City_New_Y.html,per adult,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/2a/b8/01/99/caption.jpg?w=500&h=400&s=1,34. NYC One World Observatory Ticket Optional Upgrade Skip-the-Line,1024,"{'lat': 40.71304703, 'lng': -74.00723267}",Historical Tours,2 hours,4.5,"For some of the best views of New York City's skyline, travelers often wait in long lines to visit the go-to destination…",44.0
34,United States,New York (NY),New York City,https://www.tripadvisor.com/AttractionProductReview-g60763-d11450014-Washington_DC_Day_Trip_from_New_York_City-New_York_City_New_York.html,per adult,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/64/0f/49/caption.jpg?w=500&h=400&s=1,35. Washington DC Day Trip from New York City,139,"{'lat': 40.71304703, 'lng': -74.00723267}",Historical Tours,11–13 hours,4.5,Getting from New York City to Washington DC can be expensive and troublesome on your own. Skip the hassle with this Washington…,179.0
35,United States,New York (NY),New York City,https://www.tripadvisor.com/AttractionProductReview-g60763-d13286653-Boroughs_of_NYC_Harlem_Bronx_Queens_Brooklyn_Coney_Island-New_York_City_New_York.html,per adult,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/22/b2/2f/79/caption.jpg?w=500&h=400&s=1,"36. Boroughs of NYC: Harlem, Bronx, Queens, Brooklyn & Coney Island",682,"{'lat': 40.71304703, 'lng': -74.00723267}",Full-day Tours,6+ hours,4.5,"When travelers think of New York City, Manhattan is typically what comes to mind, but the city is much bigger than just …",59.0
36,United States,New York (NY),New York City,https://www.tripadvisor.com/AttractionProductReview-g60763-d11458440-Statue_of_Liberty_and_Ellis_Island_Tour-New_York_City_New_York.html,per adult,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/d1/b9/ac/caption.jpg?w=500&h=400&s=1,37. Statue of Liberty and Ellis Island Tour,316,No Address Found,Historical Tours,3 hours,5.0,Follow in the footsteps of New York’s early immigrants and discover the beacon of liberty herself on this half-day tour …,55.0
37,United States,New York (NY),New York City,https://www.tripadvisor.com/AttractionProductReview-g60763-d11447885-The_Big_Apple_Helicopter_Tour_of_New_York_City-New_York_City_New_York.html,per adult,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/25/7b/7e/48/caption.jpg?w=500&h=400&s=1,38. The Big Apple Helicopter Tour of New York City,53,"{'lat': 40.71304703, 'lng': -74.00723267}",Adventure Tours,17–20 minutes,4.0,"See the Big Apple’s most iconic landmarks and building up close on this popular helicopter tour of New York City, while …",239.0
38,United States,New York (NY),New York City,https://www.tripadvisor.com/AttractionProductReview-g60763-d11447259-American_Museum_of_Natural_History_Admission_Ticket-New_York_City_New_York.html,per adult,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/2a/d0/84/f1/caption.jpg?w=500&h=400&s=1,39. American Museum of Natural History Admission Ticket,945,"{'lat': 40.71304703, 'lng': -74.00723267}",Historical Tours,3–4 hours,4.0,"A major family attraction in New York City, the American Museum of Natural History is considered one of the world’s largest…",28.0
39,United States,New York (NY),New York City,https://www.tripadvisor.com/AttractionProductReview-g60763-d11446852-NYC_TV_Movie_Tour-New_York_City_New_York.html,per adult,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/5b/49/85/caption.jpg?w=500&h=400&s=1,40. NYC TV & Movie Tour,627,"{'lat': 40.71304703, 'lng': -74.00723267}",Movie Tours,3 hours,4.5,"Travel New York in a cozy coach bus, stopping along the way at filming locations for popular TV shows and movies during …",61.0
40,United States,New York (NY),New York City,https://www.tripadvisor.com/AttractionProductReview-g60763-d26186471-New_York_City_Hop_on_Hop_off_Bus_Tour_Unlimited_24Hrs_Pass-New_York_City_New_York.html,per adult,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/29/6a/4f/03/caption.jpg?w=500&h=400&s=1,41. New York City Hop-on Hop-off Bus Tour Unlimited 24Hrs Pass,26,"{'lat': 40.71304703, 'lng': -74.00723267}",Historical Tours,2 hours,2.5,Immerse yourself in the vibrant tapestry of New York City. From the towering skyscrapers of Manhattan to the cultural melting…,28.0
41,United States,New York (NY),New York City,https://www.tripadvisor.com/AttractionProductReview-g60763-d19958776-New_York_City_Mafia_Experience_Local_Food_w_Former_NYPD_Guides-New_York_City_New_Yo.html,per adult,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/2a/d3/9f/45/caption.jpg?w=500&h=400&s=1,42. New York City Mafia Experience & Local Food: w/Former NYPD Guides,66,"{'lat': 40.71304703, 'lng': -74.00723267}",Food & Drink,3–4 hours,4.5,Why this experience over all others? We LIVED this firsthand. Born and raised in Little Italy or worked the streets here…,129.0
42,United States,New York (NY),New York City,https://www.tripadvisor.com/AttractionProductReview-g60763-d23454447-NYC_Bus_Tour_of_Brooklyn_Bronx_Queens_Contrasts_Color_and_Character-New_York_City_N.html,per adult,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1d/21/30/ff/caption.jpg?w=500&h=400&s=1,"43. NYC Bus Tour of Brooklyn, Bronx, Queens: Contrasts, Color and Character",1092,"{'lat': 40.71304703, 'lng': -74.00723267}",Historical Tours,6 hours,5.0,"ExperienceFirst presents a bus tour that spans four of New York City’s boroughs. With a local guide, learn about Harlem’…",79.0
43,United States,New York (NY),New York City,https://www.tripadvisor.com/AttractionProductReview-g60763-d14083872-Chelsea_Market_and_High_Line_Food_Tour_by_Like_A_Local_Tours-New_York_City_New_York.html,per adult,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/28/f5/06/e3/caption.jpg?w=500&h=400&s=1,44. Chelsea Market and High Line Food Tour by Like A Local Tours,184,"{'lat': 40.71304703, 'lng': -74.00723267}",Food & Drink,3 hours,5.0,Navigate the crowds with ease on a guided food and walking tour of three popular destinations in New York City: Chelsea …,79.0
44,United States,New York (NY),New York City,https://www.tripadvisor.com/AttractionProductReview-g60763-d19908141-MJ_The_Musical_on_Broadway_Ticket-New_York_City_New_York.html,per adult,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/2a/60/5f/a4/caption.jpg?w=500&h=400&s=1,45. MJ The Musical on Broadway Ticket,125,"{'lat': 40.71304703, 'lng': -74.00723267}",Theater Shows,2–3 hours,4.5,MJ is the electrifying new Broadway musical that takes audiences inside the creative process of one of the greatest entertainers…,112.0
45,United States,New York (NY),New York City,https://www.tripadvisor.com/AttractionProductReview-g60763-d11462109-New_York_Helicopter_Tour_Manhattan_Brooklyn_and_Staten_Island-New_York_City_New_Yor.html,per adult,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/60/f4/9d/caption.jpg?w=500&h=400&s=1,"46. New York Helicopter Tour: Manhattan, Brooklyn and Staten Island",216,"{'lat': 40.71304703, 'lng': -74.00723267}",Architecture Tours,25–30 minutes,5.0,"Discover New York City’s must-see sites from above on this helicopter tour of Manhattan, Brooklyn and beyond. See dazzling…",379.0
46,United States,New York (NY),New York City,https://www.tripadvisor.com/AttractionProductReview-g60763-d11450630-Big_Bus_New_York_Hop_On_Hop_Off_Open_Top_Tour-New_York_City_New_York.html,per adult,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/21/65/06/55/caption.jpg?w=500&h=400&s=1,47. Big Bus New York Hop-On Hop-Off Open Top Tour,2607,"{'lat': 40.71304703, 'lng': -74.00723267}",Audio Guides,1–2 hours,3.5,"New York City can be tough to get around, especially when you’re a visitor trying to sightsee. Skip the stress of finding…",54.0
47,United States,New York (NY),New York City,https://www.tripadvisor.com/AttractionProductReview-g60763-d15766377-Kearny_NJ_Taste_of_NYC_Helicopter_Tour-New_York_City_New_York.html,per adult,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1c/70/45/1d/caption.jpg?w=500&h=400&s=1,"48. Kearny, NJ: Taste of NYC Helicopter Tour",78,"{'lat': 40.71304703, 'lng': -74.00723267}",Adventure Tours,12–15 minutes,3.5,"Feel the history while flying over true American treasures on the Taste of NYC Tour.

On this tour you will fly over Ellis…",155.0
48,United States,New York (NY),New York City,https://www.tripadvisor.com/AttractionProductReview-g60763-d11467202-Full_Day_New_York_Must_See_Small_Group_Tour_plus_One_World_Observatory_Ticket-New_Y.html,per adult,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/5a/6c/d1/caption.jpg?w=500&h=400&s=1,"49. Full-Day New York ""Must See"" Small-Group Tour plus One World Observatory Ticket",734,"{'lat': 40.71304703, 'lng': -74.00723267}",Historical Tours,6+ hours,5.0,Experience the very best of the Big Apple in a short amount of time on a small-group sightseeing tour. Get ready for a true…,129.0
49,United States,New York (NY),New York City,https://www.tripadvisor.com/AttractionProductReview-g60763-d12648652-Greenwich_Village_Walking_and_Food_Tasting_Tour-New_York_City_New_York.html,per adult,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/22/1d/1e/6a/caption.jpg?w=500&h=400&s=1,50. Greenwich Village Walking and Food Tasting Tour,966,"{'lat': 40.71304703, 'lng': -74.00723267}",Food & Drink,3 hours,5.0,"As a famously Bohemian neighborhood busy with college students, New York City's Greenwich Village is a go-to destination…",95.0
50,United States,New York (NY),New York City,https://www.tripadvisor.com/AttractionProductReview-g48883-d12137597-Private_New_York_City_Helicopter_Tour_for_Couples_from_Westchester-White_Plains_New.html,per group,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/27/78/d0/f0/caption.jpg?w=500&h=400&s=1,51. Private New York City Helicopter Tour for Couples from Westchester,24,"{'lat': 40.71304703, 'lng': -74.00723267}",Helicopter Tours,30–45 minutes,4.5,Plan a romantic date or proposal in mid-air! Your private helicopter will whisk you from Westchester Airport to Manhattan…,800.0
51,United States,New York (NY),New York City,https://www.tripadvisor.com/AttractionProductReview-g60763-d23907888-Moulin_Rouge_on_Broadway_Ticket-New_York_City_New_York.html,per adult,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/2a/6f/8a/c3/caption.jpg?w=500&h=400&s=1,52. Moulin Rouge on Broadway Ticket,24,"{'lat': 40.71304703, 'lng': -74.00723267}",Theater Shows,2–3 hours,5.0,"Enter a world of splendor and romance, of eye-popping excess, of glitz, grandeur, and glory! A world where Bohemians and…",72.0
